text,original,label
"The sphere of artificial intelligence (AI) technology is quite wide. There are many individual and collaborative AI-based technologies available. One of them is computer vision technology. Computer vision is also related to other technologies: Machine learning (ML), deep learning (DL), artificial neural networks, etc. One of the areas where it has been widely applied in recent times is healthcare. Computer vision is applied in many different areas. Also, the example of tumor detection by computer vision in a MATLAB environment is considered. In this chapter, the concept of computer vision, its fields of application, and its application in healthcare are reviewed. In healthcare, various algorithms in the aforementioned technologies are used to obtain meaningful information from medical images.","The sphere of artificial intelligence (AI) technology is quite wide. There are many individual and collaborative AI-based technologies available. One of them is computer vision technology. Computer vision is also related to other technologies: Machine learning (ML), deep learning (DL), artificial neural networks, etc. Computer vision is applied in many different areas. One of the areas where it has been widely applied in recent times is healthcare. In healthcare, various algorithms in the aforementioned technologies are used to obtain meaningful information from medical images. In this chapter, the concept of computer vision, its fields of application, and its application in healthcare are reviewed. Also, the example of tumor detection by computer vision in a MATLAB environment is considered.",2
"Inverse gas chromatography (IGC) has emerged as a highly sensitive, adaptable, and effective technology for material analysis. These insights contribute to a deeper understanding of material behavior and aid in the design and optimization of advanced materials. In this comprehensive review, we delve into the historical background, instrumentation, and diverse applications of IGC. Researchers and practitioners will find valuable information on the selection and description of numerous models used in IGC experiments. The applications of IGC span various domains, including polymers, medicines, minerals, surfactants, and nanomaterials. Furthermore, IGC facilitates the measurement of important parameters such as sorption enthalpy and entropy, surface energy components (dispersive and specific), co/adhesion work, glass transition temperature, surface heterogeneity, miscibility, solubility parameters, and specific surface area. Through employing thermochemical approaches, IGC provides crucial insight into physicochemical information of materials such as dispersive surface free energy, Gibbs surface energy components and Guttamann Lewis acid-base parameters. Moreover, the integration of computer vision and image processing techniques with IGC has enhanced our understanding of materials intricate surface texture, roughness, and related properties. This convergence of IGC with computer vision and artificial intelligence (AI) presents exciting opportunities for future exploration of chemical materials, opening new avenues for research and discovery. This paper not only provides a comprehensive overview of IGC, its techniques, and applications but also highlights the synergistic potential of combining IGC with AI and computer vision. The informative content and insights presented here will benefit researchers, scientists, and professionals in the field of advanced materials, enabling them to leverage IGC and AI for innovative materials discovery and development.","Inverse gas chromatography (IGC) has emerged as a highly sensitive, adaptable, and effective technology for material analysis. Through employing thermochemical approaches, IGC provides crucial insight into physicochemical information of materials such as dispersive surface free energy, Gibbs surface energy components and Guttamann Lewis acid-base parameters. In this comprehensive review, we delve into the historical background, instrumentation, and diverse applications of IGC. Researchers and practitioners will find valuable information on the selection and description of numerous models used in IGC experiments. The applications of IGC span various domains, including polymers, medicines, minerals, surfactants, and nanomaterials. Furthermore, IGC facilitates the measurement of important parameters such as sorption enthalpy and entropy, surface energy components (dispersive and specific), co/adhesion work, glass transition temperature, surface heterogeneity, miscibility, solubility parameters, and specific surface area. These insights contribute to a deeper understanding of material behavior and aid in the design and optimization of advanced materials. Moreover, the integration of computer vision and image processing techniques with IGC has enhanced our understanding of materials intricate surface texture, roughness, and related properties. This convergence of IGC with computer vision and artificial intelligence (AI) presents exciting opportunities for future exploration of chemical materials, opening new avenues for research and discovery. This paper not only provides a comprehensive overview of IGC, its techniques, and applications but also highlights the synergistic potential of combining IGC with AI and computer vision. The informative content and insights presented here will benefit researchers, scientists, and professionals in the field of advanced materials, enabling them to leverage IGC and AI for innovative materials discovery and development.",2
"At present, the application of Artificial Intelligence (AI) in industrial control, smart home and other fields has received good response. At present, the visual platform of embedded system has achieved remarkable results in practical applications, but its development has been seriously hampered by problems such as low overall development efficiency and unstable system performance. It showed the positive relationship between AI technology and EP VS. This paper designed an EP Vision System (VS) based on AI technology. The proportion of positive evaluation of System X was much higher than that of System Y, which indicated that System X can meet the actual application requirements and improve the system recognition efficiency to a certain extent. The test results showed that when other conditions were the same, students and experts had 83.5% and 90% positive evaluations of System X, and 16.5% and 10% negative evaluations respectively. However, their positive evaluation of System Y only accounted for 19% and 4%, while the negative evaluation accounted for 81% and 96%. The platform combined the embedded hardware design with the Support Vector Machine (SVM) algorithm to realize the intelligent robot interaction and target detection functions. However, AI technology has certain requirements for computer performance, and also faces problems in network security, data analysis, human-computer interaction, etc.","At present, the application of Artificial Intelligence (AI) in industrial control, smart home and other fields has received good response. However, AI technology has certain requirements for computer performance, and also faces problems in network security, data analysis, human-computer interaction, etc. At present, the visual platform of embedded system has achieved remarkable results in practical applications, but its development has been seriously hampered by problems such as low overall development efficiency and unstable system performance. This paper designed an EP Vision System (VS) based on AI technology. The platform combined the embedded hardware design with the Support Vector Machine (SVM) algorithm to realize the intelligent robot interaction and target detection functions. The test results showed that when other conditions were the same, students and experts had 83.5% and 90% positive evaluations of System X, and 16.5% and 10% negative evaluations respectively. However, their positive evaluation of System Y only accounted for 19% and 4%, while the negative evaluation accounted for 81% and 96%. The proportion of positive evaluation of System X was much higher than that of System Y, which indicated that System X can meet the actual application requirements and improve the system recognition efficiency to a certain extent. It showed the positive relationship between AI technology and EP VS.",2
"Many Artificial Intelligence based foundation models have been proposed for smart sensing to recognize the known object classes in the new but similar scenarios. Several representative case studies are discussed to show the potential usages of Sora-based Parallel Vision, followed by its future research direction. However, it is still challenging for the foundation models of smart sensing to detect all the object classes in both seen and unseen scenarios. This letter aims at pushing the boundary of smart sensing research for intelligent vehicles. We first summarize the current widely-used foundation models and the foundation intelligence needed for smart sensing of intelligent vehicles. We then explain Sora-based Parallel Vision to boost the foundation models of smart sensing from basic intelligence (1.0) to enhanced intelligence (2.0) and final generalized intelligence (3.0). installed on the modern intelligent vehicles.","installed on the modern intelligent vehicles. Many Artificial Intelligence based foundation models have been proposed for smart sensing to recognize the known object classes in the new but similar scenarios. However, it is still challenging for the foundation models of smart sensing to detect all the object classes in both seen and unseen scenarios. This letter aims at pushing the boundary of smart sensing research for intelligent vehicles. We first summarize the current widely-used foundation models and the foundation intelligence needed for smart sensing of intelligent vehicles. We then explain Sora-based Parallel Vision to boost the foundation models of smart sensing from basic intelligence (1.0) to enhanced intelligence (2.0) and final generalized intelligence (3.0). Several representative case studies are discussed to show the potential usages of Sora-based Parallel Vision, followed by its future research direction.",2
"The application of AI and machine learning, particularly the vision transformer method, in bacterial detection presents a promising solution to overcome limitations of traditional methods, offering faster and more accurate detection of disease-causing bacteria like E. coli and salmonella in water, crucial for human survival, with ongoing research to further assess its effectiveness in microbiology. This research introduces a revolutionary positional self-attention transformer model for the classification of bacterial colonies. Leveraging the proven success of transformer architectures in various domains, we enhanced the model's performance by integrating a positional self-attention mechanism. The model's adaptability to diverse colony shapes and arrangements marks a significant advancement, promising to redefine the landscape of bacterial colony classification through the lens of state-of-the-art deep learning techniques. We trained the model on a substantial dataset of bacterial images, which ensures its robustness and generalization to diverse colony types. This allows the model to effectively capture spatial relationships and patterns within bacterial colonies, contributing to highly accurate classification results. The proposed model adeptly captured the spatial relationships and sequential patterns inherent in bacterial colony images, allowing for more accurate and robust classification. The proposed model demonstrated remarkable performance, achieving an accuracy of 98.50% in the classification of bacterial colonies. This novel approach surpasses traditional methods by effectively capturing intricate spatial relationships within microbial structures, offering unprecedented accuracy in discerning subtle morphological variations. We presented a novel approach for bacterial colony classification utilizing a positional self-attention transformer model. The high classification accuracy attained by the model, suggests its potential for practical applications in the early diagnosis of infectious diseases and the development of targeted treatments. The findings of this study underscore the effectiveness of incorporating positional self-attention in transformer models for image-based classification tasks, particularly in the domain of bacterial colony analysis.","The application of AI and machine learning, particularly the vision transformer method, in bacterial detection presents a promising solution to overcome limitations of traditional methods, offering faster and more accurate detection of disease-causing bacteria like E. coli and salmonella in water, crucial for human survival, with ongoing research to further assess its effectiveness in microbiology. This research introduces a revolutionary positional self-attention transformer model for the classification of bacterial colonies. Leveraging the proven success of transformer architectures in various domains, we enhanced the model's performance by integrating a positional self-attention mechanism. We presented a novel approach for bacterial colony classification utilizing a positional self-attention transformer model. This allows the model to effectively capture spatial relationships and patterns within bacterial colonies, contributing to highly accurate classification results. We trained the model on a substantial dataset of bacterial images, which ensures its robustness and generalization to diverse colony types. The proposed model adeptly captured the spatial relationships and sequential patterns inherent in bacterial colony images, allowing for more accurate and robust classification. The proposed model demonstrated remarkable performance, achieving an accuracy of 98.50% in the classification of bacterial colonies. This novel approach surpasses traditional methods by effectively capturing intricate spatial relationships within microbial structures, offering unprecedented accuracy in discerning subtle morphological variations. The model's adaptability to diverse colony shapes and arrangements marks a significant advancement, promising to redefine the landscape of bacterial colony classification through the lens of state-of-the-art deep learning techniques. The high classification accuracy attained by the model, suggests its potential for practical applications in the early diagnosis of infectious diseases and the development of targeted treatments. The findings of this study underscore the effectiveness of incorporating positional self-attention in transformer models for image-based classification tasks, particularly in the domain of bacterial colony analysis.",2
"The research on lane keeping and recognition, obstacle detection and avoidance, traffic signal and sign recognition is of great practical significance. In these technologies, computer vision, as a direct entry point to data processing, is an integral part of autonomous driving. Secondly, it brings revolutionary changes to the future transportation system. The application of image processing and computer vision in autonomous driving plays a key role in enabling vehicles to perceive and understand the surrounding environment and achieve intelligent decision-making and control. Therefore, in combination with the application of computer vision and artificial intelligence in automatic driving, this paper expounds the image processing technology in automatic driving, including camera and sensor technology, image acquisition and preprocessing, feature extraction and object detection, so as to discuss the application of computer vision algorithm in automatic driving. Autonomous vehicle is a typical high-tech comprehensive application, including scene perception, optimization calculation, multi-level assisted driving and other functions, using computer vision, sensors, information fusion, information communication, high-performance computing, artificial intelligence and automatic control and other technologies.","Autonomous vehicle is a typical high-tech comprehensive application, including scene perception, optimization calculation, multi-level assisted driving and other functions, using computer vision, sensors, information fusion, information communication, high-performance computing, artificial intelligence and automatic control and other technologies. In these technologies, computer vision, as a direct entry point to data processing, is an integral part of autonomous driving. Secondly, it brings revolutionary changes to the future transportation system. The application of image processing and computer vision in autonomous driving plays a key role in enabling vehicles to perceive and understand the surrounding environment and achieve intelligent decision-making and control. Therefore, in combination with the application of computer vision and artificial intelligence in automatic driving, this paper expounds the image processing technology in automatic driving, including camera and sensor technology, image acquisition and preprocessing, feature extraction and object detection, so as to discuss the application of computer vision algorithm in automatic driving. The research on lane keeping and recognition, obstacle detection and avoidance, traffic signal and sign recognition is of great practical significance.",2
"Medical image segmentation is a crucial task in computer vision, playing a pivotal role in applications such as diagnostics, treatment planning, and medical research. The present study explores a wide range of methodologies employed in the field of medical research to achieve image segmentation. These techniques range from traditional approaches based on thresholding, edge detection, region-based and clustering, to modern artificial intelligence methods, particularly deep learning techniques. The strengths and limitations of each method are thoroughly examined. It aims to delve deeply into the different segmentation methods, offering a comparative perspective on their effectiveness. Through an exhaustive compilation and detailed critique of the results obtained by employing a range of segmentation strategies, the study presents the outcomes of multiple approaches, accompanied by an in-depth analysis of the strengths and weaknesses inherent to the various techniques applied to medical image segmentation. Furthermore, This document delves into the most recent technological progress in segmentation, emphasizing major breakthroughs capable of transforming the precision and productivity of analyzing medical images. This paper focuses on analyzing various architectures used for medical image segmentation, specifically evaluating their performance. This research enhances the comprehension of how these methods can be applied within the medical sector, especially in the area of computer vision.","Medical image segmentation is a crucial task in computer vision, playing a pivotal role in applications such as diagnostics, treatment planning, and medical research. The present study explores a wide range of methodologies employed in the field of medical research to achieve image segmentation. These techniques range from traditional approaches based on thresholding, edge detection, region-based and clustering, to modern artificial intelligence methods, particularly deep learning techniques. The strengths and limitations of each method are thoroughly examined. This paper focuses on analyzing various architectures used for medical image segmentation, specifically evaluating their performance. It aims to delve deeply into the different segmentation methods, offering a comparative perspective on their effectiveness. Furthermore, This document delves into the most recent technological progress in segmentation, emphasizing major breakthroughs capable of transforming the precision and productivity of analyzing medical images. Through an exhaustive compilation and detailed critique of the results obtained by employing a range of segmentation strategies, the study presents the outcomes of multiple approaches, accompanied by an in-depth analysis of the strengths and weaknesses inherent to the various techniques applied to medical image segmentation. This research enhances the comprehension of how these methods can be applied within the medical sector, especially in the area of computer vision.",2
"This paper introduces a study employing artificial intelligence (AI) to utilize computer vision algorithms for detecting human emotions in video content during user interactions with diverse visual stimuli. The process involves assessing users through images and facilitating the implementation of computer vision algorithms aligned with psychological theories defining emotions and their recognizable features. The research aims to unveil the creation of software capable of emotion detection by leveraging AI algorithms and image processing pipelines to identify users' facial expressions. The discussion and conclusions emphasize the potential of A.I. The results highlight successful emotion identification; however, precision improvement necessitates further training for contexts with more diverse images and additional algorithms to distinguish closely related emotional patterns. Further training is necessary for contexts with more diverse images, alongside additional algorithms that can effectively distinguish between facial expressions depicting closely related emotional patterns, enhancing certainty and accuracy. The study demonstrates the feasibility of emotion recognition through convolutional neural networks (CNN) and software development and training based on facial expressions. and computer vision algorithms in emotion detection, providing insights into software development, ongoing training, and the evolving landscape of emotion recognition technology.","This paper introduces a study employing artificial intelligence (AI) to utilize computer vision algorithms for detecting human emotions in video content during user interactions with diverse visual stimuli. The research aims to unveil the creation of software capable of emotion detection by leveraging AI algorithms and image processing pipelines to identify users' facial expressions. The process involves assessing users through images and facilitating the implementation of computer vision algorithms aligned with psychological theories defining emotions and their recognizable features. The study demonstrates the feasibility of emotion recognition through convolutional neural networks (CNN) and software development and training based on facial expressions. The results highlight successful emotion identification; however, precision improvement necessitates further training for contexts with more diverse images and additional algorithms to distinguish closely related emotional patterns. The discussion and conclusions emphasize the potential of A.I. and computer vision algorithms in emotion detection, providing insights into software development, ongoing training, and the evolving landscape of emotion recognition technology. Further training is necessary for contexts with more diverse images, alongside additional algorithms that can effectively distinguish between facial expressions depicting closely related emotional patterns, enhancing certainty and accuracy.",2
"The face is the most essential part of the human body, and because of its distinctive traits, it is crucial for recognizing people. Facial recognition technology (FRT) is one of the most successful and fascinating technologies of the modern times. Businesses are replacing conventional fingerprint scanners with artificial intelligence—based FRT, opening up enormous commercial prospects. Security and surveillance, authentication/access control systems, digital healthcare, photo retrieval, etc., are some sectors where its use has become essential. Due to its contactless biometric characteristics, FRT is becoming quite popular worldwide. The world is moving towards contactless FRT after the COVID-19 pandemic. In the present communication, we presented the global adoption of FRT, its rising trend in the market, utilization of the technology in various sectors, its challenges and rising concerns with special reference to India and worldwide.","The face is the most essential part of the human body, and because of its distinctive traits, it is crucial for recognizing people. Facial recognition technology (FRT) is one of the most successful and fascinating technologies of the modern times. The world is moving towards contactless FRT after the COVID-19 pandemic. Due to its contactless biometric characteristics, FRT is becoming quite popular worldwide. Businesses are replacing conventional fingerprint scanners with artificial intelligence—based FRT, opening up enormous commercial prospects. Security and surveillance, authentication/access control systems, digital healthcare, photo retrieval, etc., are some sectors where its use has become essential. In the present communication, we presented the global adoption of FRT, its rising trend in the market, utilization of the technology in various sectors, its challenges and rising concerns with special reference to India and worldwide.",2
"Recent technological developments have enabled computers to identify and categorize facial expressions to determine a person’s emotional state in an image or a video. This process, called “Facial Expression Recognition (FER)”, has become one of the most popular research areas in computer vision. In recent times, deep FER systems have primarily concentrated on addressing two significant challenges: the problem of overfitting due to limited training data availability, and the presence of expression-unrelated variations, including illumination, head pose, image resolution, and identity bias. Then, a comprehensive review of FER methods is introduced, including the basic principles of FER (components such as preprocessing, feature extraction and classification, and methods, etc.) Moreover, a brief introduction is provided related to the benchmark datasets (there are two categories: controlled environments (lab) and uncontrolled environments (in the wild)) used to evaluate different FER methods and a comparison of different FER models. This timeline illustrates the progression and development of the techniques and data resources used in FER. In this paper, a comprehensive survey is provided on deep FER, encompassing algorithms and datasets that offer insights into these intrinsic problems. from the pro-deep learning era (traditional methods using handcrafted features, i.e., SVM and HOG, etc.) to the deep learning era. Existing deep neural networks and related training strategies designed for FER, based on static images and dynamic image sequences, are discussed. Initially, this paper presents a detailed timeline showcasing the evolution of methods and datasets in deep facial expression recognition (FER). The remaining challenges and corresponding opportunities in FER and the future directions for designing robust deep FER systems are also pinpointed.","Recent technological developments have enabled computers to identify and categorize facial expressions to determine a person’s emotional state in an image or a video. This process, called “Facial Expression Recognition (FER)”, has become one of the most popular research areas in computer vision. In recent times, deep FER systems have primarily concentrated on addressing two significant challenges: the problem of overfitting due to limited training data availability, and the presence of expression-unrelated variations, including illumination, head pose, image resolution, and identity bias. In this paper, a comprehensive survey is provided on deep FER, encompassing algorithms and datasets that offer insights into these intrinsic problems. Initially, this paper presents a detailed timeline showcasing the evolution of methods and datasets in deep facial expression recognition (FER). This timeline illustrates the progression and development of the techniques and data resources used in FER. Then, a comprehensive review of FER methods is introduced, including the basic principles of FER (components such as preprocessing, feature extraction and classification, and methods, etc.) from the pro-deep learning era (traditional methods using handcrafted features, i.e., SVM and HOG, etc.) to the deep learning era. Moreover, a brief introduction is provided related to the benchmark datasets (there are two categories: controlled environments (lab) and uncontrolled environments (in the wild)) used to evaluate different FER methods and a comparison of different FER models. Existing deep neural networks and related training strategies designed for FER, based on static images and dynamic image sequences, are discussed. The remaining challenges and corresponding opportunities in FER and the future directions for designing robust deep FER systems are also pinpointed.",2
"Recent technological developments have enabled computers to identify and categorize facial expressions to determine a person’s emotional state in an image or a video. This process, called “Facial Expression Recognition (FER)”, has become one of the most popular research areas in computer vision. This timeline illustrates the progression and development of the techniques and data resources used in FER. In this paper, a comprehensive survey is provided on deep FER, encompassing algorithms and datasets that offer insights into these intrinsic problems. Initially, this paper presents a detailed timeline showcasing the evolution of methods and datasets in deep facial expression recognition (FER). from the pro-deep learning era (traditional methods using handcrafted features, i.e., SVM and HOG, etc.) Then, a comprehensive review of FER methods is introduced, including the basic principles of FER (components such as preprocessing, feature extraction and classification, and methods, etc.) In recent times, deep FER systems have primarily concentrated on addressing two significant challenges: the problem of overfitting due to limited training data availability, and the presence of expression-unrelated variations, including illumination, head pose, image resolution, and identity bias. to the deep learning era. Moreover, a brief introduction is provided related to the benchmark datasets (there are two categories: controlled environments (lab) and uncontrolled environments (in the wild)) used to evaluate different FER methods and a comparison of different FER models. Existing deep neural networks and related training strategies designed for FER, based on static images and dynamic image sequences, are discussed. The remaining challenges and corresponding opportunities in FER and the future directions for designing robust deep FER systems are also pinpointed.","Recent technological developments have enabled computers to identify and categorize facial expressions to determine a person’s emotional state in an image or a video. This process, called “Facial Expression Recognition (FER)”, has become one of the most popular research areas in computer vision. In recent times, deep FER systems have primarily concentrated on addressing two significant challenges: the problem of overfitting due to limited training data availability, and the presence of expression-unrelated variations, including illumination, head pose, image resolution, and identity bias. In this paper, a comprehensive survey is provided on deep FER, encompassing algorithms and datasets that offer insights into these intrinsic problems. Initially, this paper presents a detailed timeline showcasing the evolution of methods and datasets in deep facial expression recognition (FER). This timeline illustrates the progression and development of the techniques and data resources used in FER. Then, a comprehensive review of FER methods is introduced, including the basic principles of FER (components such as preprocessing, feature extraction and classification, and methods, etc.) from the pro-deep learning era (traditional methods using handcrafted features, i.e., SVM and HOG, etc.) to the deep learning era. Moreover, a brief introduction is provided related to the benchmark datasets (there are two categories: controlled environments (lab) and uncontrolled environments (in the wild)) used to evaluate different FER methods and a comparison of different FER models. Existing deep neural networks and related training strategies designed for FER, based on static images and dynamic image sequences, are discussed. The remaining challenges and corresponding opportunities in FER and the future directions for designing robust deep FER systems are also pinpointed.",2
"Facial recognition is a well-established and popular field in Computer Vision, especially with advancements in deep learning and data sets. Deep facial recognition has made significant progress and is widely applied in real-world scenarios. Current algorithms achieve only 40.8 MAPS on modern objects, so careful dataset selection is crucial for optimal results. A complete facial recognition system involves three main components: facial recognition, orientation, and representation. While image classification accuracy is nearing 2.25%, surpassing human performance, object detection algorithms are still in the early stages. Object detection in machine vision is a challenging area that requires significant improvements. This article provides a detailed overview of the latest advancements in these areas, showing how deep learning has greatly enhanced their abilities. This system detects faces, aligns them to a standard view, and extracts features for recognition using deep convolutional neural networks.","Facial recognition is a well-established and popular field in Computer Vision, especially with advancements in deep learning and data sets. Deep facial recognition has made significant progress and is widely applied in real-world scenarios. A complete facial recognition system involves three main components: facial recognition, orientation, and representation. This system detects faces, aligns them to a standard view, and extracts features for recognition using deep convolutional neural networks. This article provides a detailed overview of the latest advancements in these areas, showing how deep learning has greatly enhanced their abilities. Object detection in machine vision is a challenging area that requires significant improvements. While image classification accuracy is nearing 2.25%, surpassing human performance, object detection algorithms are still in the early stages. Current algorithms achieve only 40.8 MAPS on modern objects, so careful dataset selection is crucial for optimal results.",2
"Despite being widely deployed in countries such as Russia and China, for pandemic purposes and beyond, western jurisdictions are much more reluctant to adopt it. Nonetheless, FRT presents some ethical and legal challenges, such as its use without ensuring consent from the individuals under surveillance, the protection of biometric data collected through surveillance, and the risk of using this information for other purposes besides public health. When properly used, FRT can support governments’ strategies to implement public health surveillance, which is defined in the literature as ‘the systematic collection, storage, usage, and dissemination of personal information to identify an outbreak and mitigate the spread of disease’. As planning for future pandemics is currently underway, this technology is envisioned as an efficient tool to track infected individuals and collect real-time surveillance data. Facial recognition technology (FRT) is one of several artificial intelligence (AI)-based technologies used during the COVID-19 pandemic to control the spread of the virus.","Facial recognition technology (FRT) is one of several artificial intelligence (AI)-based technologies used during the COVID-19 pandemic to control the spread of the virus. As planning for future pandemics is currently underway, this technology is envisioned as an efficient tool to track infected individuals and collect real-time surveillance data. When properly used, FRT can support governments’ strategies to implement public health surveillance, which is defined in the literature as ‘the systematic collection, storage, usage, and dissemination of personal information to identify an outbreak and mitigate the spread of disease’.
Nonetheless, FRT presents some ethical and legal challenges, such as its use without ensuring consent from the individuals under surveillance, the protection of biometric data collected through surveillance, and the risk of using this information for other purposes besides public health. Despite being widely deployed in countries such as Russia and China, for pandemic purposes and beyond, western jurisdictions are much more reluctant to adopt it.",2
"Harbouring the power of deep learning and artificial intelligence, one of the most important applications of computer vision is Patient Identification. In public health emergencies, such as pandemics, natural disasters, or other calamities, hospitals, and medical centres experience a sudden influx of patients, and hospital management faces difficulties in keeping track of patients, especially when they need to be moved between facilities or when new temporary healthcare facilities are set up. As a consequence of these challenges, there can be an increase in missing person cases. Patients may be inadvertently separated from their families. In this study, we have proposed a state-of-the-art patient face detection model using a twofold model that uses MTCNN short for “multi-task cascaded convolution neural network” for face detection and alignment purposes with a FaceNet Convolutional Neural Network (CNN) a renowned face embedding algorithm finally with KNN algorithm as a classifier to get an accuracy of 97.1%. Also, to ensure public safety during the pandemic we have constituted a Resnet34 model for mask detection trained on the Face Mask Detection dataset with an accuracy of 97%. The human face is a unique biometric system that can determine the age, gender, mood, of an individual, and even identity for verification purposes. During the COVID-19 pandemic, Delhi, India, faced a pressing issue where approximately 1,500 COVID-19-positive patients went missing. This study not only addresses the immediate challenges of patient identification and safety during crises but also carries implications for broader healthcare applications. The proposed models offer promising avenues for enhancing patient care and security.","During the COVID-19 pandemic, Delhi, India, faced a pressing issue where approximately 1,500 COVID-19-positive patients went missing. In public health emergencies, such as pandemics, natural disasters, or other calamities, hospitals, and medical centres experience a sudden influx of patients, and hospital management faces difficulties in keeping track of patients, especially when they need to be moved between facilities or when new temporary healthcare facilities are set up. As a consequence of these challenges, there can be an increase in missing person cases. Patients may be inadvertently separated from their families. The human face is a unique biometric system that can determine the age, gender, mood, of an individual, and even identity for verification purposes. Harbouring the power of deep learning and artificial intelligence, one of the most important applications of computer vision is Patient Identification. In this study, we have proposed a state-of-the-art patient face detection model using a twofold model that uses MTCNN short for “multi-task cascaded convolution neural network” for face detection and alignment purposes with a FaceNet Convolutional Neural Network (CNN) a renowned face embedding algorithm finally with KNN algorithm as a classifier to get an accuracy of 97.1%. Also, to ensure public safety during the pandemic we have constituted a Resnet34 model for mask detection trained on the Face Mask Detection dataset with an accuracy of 97%. This study not only addresses the immediate challenges of patient identification and safety during crises but also carries implications for broader healthcare applications. The proposed models offer promising avenues for enhancing patient care and security.",2
"Each pillar of the PERMA model is evaluated as a regression or classification problem using machine learning algorithms. Understanding and promoting individual well-being is essential for staff health and long-term success, but current tools for assessing subjective well-being rely on time-consuming surveys and questionnaires, which limit the possibility of providing the real-time feedback needed to raise awareness and change individual behavior. This paper proposes a framework for understanding the process of non-verbal communication in teamwork, using video data to identify significant predictors of individual well-being in teamwork. These promising results point to interesting avenues for research, for instance fusing different media for the analysis of individual well-being in teamwork. Statistical analysis is applied to each time series, leading to the generation of a dataset of 125 features, which are then linked to PERMA (Positive Emotion, Engagement, Relationships, Meaning, and Accomplishments) surveys developed in the context of positive psychology. Our approach was applied to a case study, where 80 students collaborated in 20 teams for a week on a team task in a face-to-face setting. 
Well-being is one of the pillars of positive psychology, which is known to have positive effects not only on the personal and professional lives of individuals but also on teams and organizations. This enabled us to formulate several hypotheses identifying factors influencing individual well-being in teamwork. It relies on video acquisition technologies and state-of-the-art artificial intelligence tools to extract individual, relative, and environmental characteristics from panoramic video.","Well-being is one of the pillars of positive psychology, which is known to have positive effects not only on the personal and professional lives of individuals but also on teams and organizations. Understanding and promoting individual well-being is essential for staff health and long-term success, but current tools for assessing subjective well-being rely on time-consuming surveys and questionnaires, which limit the possibility of providing the real-time feedback needed to raise awareness and change individual behavior. This paper proposes a framework for understanding the process of non-verbal communication in teamwork, using video data to identify significant predictors of individual well-being in teamwork. It relies on video acquisition technologies and state-of-the-art artificial intelligence tools to extract individual, relative, and environmental characteristics from panoramic video. Statistical analysis is applied to each time series, leading to the generation of a dataset of 125 features, which are then linked to PERMA (Positive Emotion, Engagement, Relationships, Meaning, and Accomplishments) surveys developed in the context of positive psychology. Each pillar of the PERMA model is evaluated as a regression or classification problem using machine learning algorithms. Our approach was applied to a case study, where 80 students collaborated in 20 teams for a week on a team task in a face-to-face setting. This enabled us to formulate several hypotheses identifying factors influencing individual well-being in teamwork. These promising results point to interesting avenues for research, for instance fusing different media for the analysis of individual well-being in teamwork.",2
"Thereby, this paper deals with a system which could recognize the face of the intruder through surveillance camera using ML and AI based algorithms. For safety most of the household is having CC cameras such that they could recognize the persons from it. Face recognition has a very important role in various applications, from security, surveillance to authentication. In few highly secured places where allowance to any unknown intruder is strictly prohibited. These CCTV are allocated for having safety and to know who visited their houses. The design specified is successfully implemented using HOG feature extraction and SVM classification algorithms and it classifies the faces for a video stream given as input. The major objective entitled to this paper is to recognize the faces of people from the video by HOG feature extractor and classify them using SVM and train the machine to tell who is the person working for the organization and who are the intruder.","Face recognition has a very important role in various applications, from security, surveillance to authentication. For safety most of the household is having CC cameras such that they could recognize the persons from it. These CCTV are allocated for having safety and to know who visited their houses. In few highly secured places where allowance to any unknown intruder is strictly prohibited. Thereby, this paper deals with a system which could recognize the face of the intruder through surveillance camera using ML and AI based algorithms. The design specified is successfully implemented using HOG feature extraction and SVM classification algorithms and it classifies the faces for a video stream given as input. The major objective entitled to this paper is to recognize the faces of people from the video by HOG feature extractor and classify them using SVM and train the machine to tell who is the person working for the organization and who are the intruder.",2
